date,cash,ticker,activity,interest ticker
2020-05-16 09:00:00,1000000,,,[]
2020-05-17 09:00:00,1000000,,,[]
2020-05-18 09:00:00,1000000,,,[]
2020-05-19 09:00:00,1000000,,,[]
2020-05-20 09:00:00,1000000,,,[]
2020-05-21 09:00:00,1000000,KRW-ANKR,buy,['KRW-ANKR']
2020-05-22 09:00:00,1000000,KRW-ANKR,,['KRW-ANKR']
2020-05-23 09:00:00,1000000,KRW-ANKR,,['KRW-ANKR']
2020-05-24 09:00:00,1000000,KRW-ANKR,,['KRW-ANKR']
2020-05-25 09:00:00,1000000,KRW-ANKR,,"['KRW-ARDR', 'KRW-ANKR']"
2020-05-26 09:00:00,1190265.486725664,,surplus sell,['KRW-IQ']
2020-05-27 09:00:00,1190265.486725664,,,[]
2020-05-28 09:00:00,1190265.486725664,KRW-QKC,buy,"['KRW-IQ', 'KRW-QKC']"
2020-05-29 09:00:00,1190265.486725664,KRW-QKC,,['KRW-QKC']
2020-05-30 09:00:00,1190265.486725664,KRW-QKC,,['KRW-QKC']
2020-05-31 09:00:00,1190265.486725664,KRW-QKC,,['KRW-QKC']
2020-06-01 09:00:00,1190265.486725664,KRW-QKC,,"['KRW-QKC', 'KRW-ORBS']"
2020-06-02 09:00:00,1190265.486725664,KRW-QKC,,['KRW-QKC']
2020-06-03 09:00:00,1347831.937562335,,surplus sell,"['KRW-ARDR', 'KRW-ANKR']"
2020-06-04 09:00:00,1347831.937562335,KRW-ORBS,buy,['KRW-ORBS']
2020-06-05 09:00:00,1347831.937562335,KRW-ORBS,,['KRW-ORBS']
2020-06-06 09:00:00,1347831.937562335,KRW-ORBS,,['KRW-ORBS']
2020-06-07 09:00:00,1347831.937562335,KRW-ORBS,,['KRW-ORBS']
2020-06-08 09:00:00,1347831.937562335,KRW-ORBS,,"['KRW-ARDR', 'KRW-ORBS']"
2020-06-09 09:00:00,1486699.470523303,,surplus sell,[]
2020-06-10 09:00:00,1486699.470523303,,,[]
2020-06-11 09:00:00,1486699.470523303,,,[]
2020-06-12 09:00:00,1486699.470523303,KRW-ANKR,buy,"['KRW-ARDR', 'KRW-POLYX', 'KRW-ANKR']"
2020-06-13 09:00:00,1486699.470523303,KRW-ANKR,,"['KRW-POLYX', 'KRW-ANKR']"
2020-06-14 09:00:00,1486699.470523303,KRW-ANKR,,['KRW-ANKR']
2020-06-15 09:00:00,1486699.470523303,KRW-ANKR,,"['KRW-ARDR', 'KRW-POLYX', 'KRW-ANKR']"
2020-06-16 09:00:00,1486699.470523303,KRW-ANKR,,"['KRW-POLYX', 'KRW-ANKR']"
2020-06-17 09:00:00,1486699.470523303,KRW-ANKR,,['KRW-ANKR']
2020-06-18 09:00:00,1631743.321306064,,surplus sell,[]
2020-06-19 09:00:00,1631743.321306064,,,[]
2020-06-20 09:00:00,1631743.321306064,,,[]
2020-06-21 09:00:00,1631743.321306064,,,[]
2020-06-22 09:00:00,1631743.321306064,KRW-ARK,buy,['KRW-ARK']
